0.780991 -1.232325 -1.649807 8.900848 4.786895 3.192575 -3.947288 -3.446472 -1.035868 12.982546 12.003203 3.017127 -0.683863 -0.033438 -1.846747 5.257987 0.061147 -0.103921 
-1.031711 -5.705430 -0.825488 20.461985 23.165583 6.421828 9.702383 2.625140 -1.958025 -1.546414 -6.686699 -1.353214 -2.139320 2.099701 -0.349515 -8.857370 -7.855004 0.204069 
8.213698 -1.250406 0.432839 6.669963 9.551348 -4.600485 -5.250767 4.039053 -0.805112 -17.090660 -13.549799 5.123100 -3.344159 -2.623056 1.698771 6.247453 3.127020 -1.125373 
-1.478405 -1.627329 1.279077 2.796958 4.123955 2.053091 4.229312 1.103397 -0.390715 6.811317 -8.411024 0.937083 7.116755 1.858554 1.332194 -5.040960 -5.990619 -3.872610 
2.339928 -3.910133 12.849532 -24.119786 13.233093 8.428573 -1.532882 -1.485207 -1.722198 21.942955 0.058453 0.742914 0.374199 -3.422520 12.769982 -26.421982 18.956076 0.833393 
1.911679 -0.353179 1.701702 3.716083 -1.609959 2.722700 6.133525 0.473710 3.600952 -25.970356 13.965300 -20.094103 10.132141 0.212396 1.537194 -0.945100 4.650354 17.679414 
-5.352930 -2.053181 0.890092 3.700795 5.379656 -1.772425 -1.864893 -3.685136 0.780977 6.041981 15.214943 -3.331930 2.226681 -0.751314 0.718496 -0.243626 4.555831 -2.634725 
0.545913 1.793244 0.882390 -2.956219 -13.766525 -3.374635 3.854371 -2.625140 1.958025 3.603027 11.755678 -10.590578 -1.228335 -5.801288 0.276363 10.127131 28.217468 -2.632318 
-6.181454 -1.606094 -1.928416 5.515996 1.412577 6.156434 -0.036169 3.876259 1.468495 -3.663405 -18.934390 -9.498941 5.200487 -2.936374 -0.339189 2.952308 18.780981 2.080002 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
